,industry_name,state,count,med,sum_count,avg_med,sum_med
296,"Technology, Information and Internet",VA,29,11708.0,587,7958.0,271536.0
297,"Technology, Information and Internet",GA,29,14666.0,587,7958.0,271536.0
298,"Technology, Information and Internet",MA,21,12036.0,587,7958.0,271536.0
299,"Technology, Information and Internet",FL,17,10833.0,587,7958.0,271536.0
300,"Technology, Information and Internet",NJ,13,7500.0,587,7958.0,271536.0
301,"Technology, Information and Internet",CO,13,2720.0,587,7958.0,271536.0
302,"Technology, Information and Internet",OH,12,11250.0,587,7958.0,271536.0
303,"Technology, Information and Internet",PA,11,3040.0,587,7958.0,271536.0
304,"Technology, Information and Internet",NC,11,12640.0,587,7958.0,271536.0
305,"Technology, Information and Internet",CT,10,2880.0,587,7958.0,271536.0
306,"Technology, Information and Internet",MO,8,7958.0,587,7958.0,271536.0
307,"Technology, Information and Internet",MD,8,4766.0,587,7958.0,271536.0
308,"Technology, Information and Internet",TN,6,6445.0,587,7958.0,271536.0
309,"Technology, Information and Internet",WI,5,6250.0,587,7958.0,271536.0
310,"Technology, Information and Internet",UT,5,11083.0,587,7958.0,271536.0
311,"Technology, Information and Internet",OR,5,11562.0,587,7958.0,271536.0
312,"Technology, Information and Internet",AZ,5,15879.0,587,7958.0,271536.0
313,"Technology, Information and Internet",MI,4,1750.0,587,7958.0,271536.0
314,"Technology, Information and Internet",VT,3,2720.0,587,7958.0,271536.0
315,"Technology, Information and Internet",SC,3,,587,7958.0,271536.0
316,"Technology, Information and Internet",MS,3,,587,7958.0,271536.0
317,"Technology, Information and Internet",DE,3,12045.0,587,7958.0,271536.0
318,"Technology, Information and Internet",OK,2,7000.0,587,7958.0,271536.0
319,"Technology, Information and Internet",NH,2,2720.0,587,7958.0,271536.0
320,"Technology, Information and Internet",MN,2,,587,7958.0,271536.0
321,"Technology, Information and Internet",KS,2,6250.0,587,7958.0,271536.0
322,"Technology, Information and Internet",IN,2,2400.0,587,7958.0,271536.0
323,"Technology, Information and Internet",DC,2,6520.0,587,7958.0,271536.0
324,"Technology, Information and Internet",AL,2,7000.0,587,7958.0,271536.0
325,"Technology, Information and Internet",SD,1,,587,7958.0,271536.0
326,"Technology, Information and Internet",RI,1,,587,7958.0,271536.0
327,"Technology, Information and Internet",NV,1,,587,7958.0,271536.0
328,"Technology, Information and Internet",NM,1,,587,7958.0,271536.0
329,"Technology, Information and Internet",KY,1,,587,7958.0,271536.0
330,"Technology, Information and Internet",ID,1,,587,7958.0,271536.0
331,"Technology, Information and Internet",IA,1,,587,7958.0,271536.0
332,"Technology, Information and Internet",AR,1,,587,7958.0,271536.0
333,Construction,TX,76,7040.0,534,5416.0,204427.0
334,Construction,CA,56,7708.0,534,5416.0,204427.0
335,Construction,,39,7708.0,534,5416.0,204427.0
336,Construction,FL,36,5416.0,534,5416.0,204427.0
337,Construction,GA,23,4583.0,534,5416.0,204427.0
338,Construction,NC,21,4541.0,534,5416.0,204427.0
339,Construction,WA,18,5425.0,534,5416.0,204427.0
340,Construction,AZ,17,4791.0,534,5416.0,204427.0
341,Construction,VA,14,3040.0,534,5416.0,204427.0
342,Construction,PA,14,4583.0,534,5416.0,204427.0
343,Construction,NY,14,9053.0,534,5416.0,204427.0
344,Construction,TN,13,6041.0,534,5416.0,204427.0
345,Construction,OH,13,5693.0,534,5416.0,204427.0
346,Construction,MO,13,3680.0,534,5416.0,204427.0
347,Construction,IN,13,5760.0,534,5416.0,204427.0
348,Construction,LA,12,10833.0,534,5416.0,204427.0
349,Construction,CO,11,8333.0,534,5416.0,204427.0
350,Construction,MN,10,7208.0,534,5416.0,204427.0
351,Construction,MA,10,1920.0,534,5416.0,204427.0
352,Construction,IL,10,7500.0,534,5416.0,204427.0
353,Construction,SC,9,,534,5416.0,204427.0
354,Construction,WI,7,8333.0,534,5416.0,204427.0
355,Construction,NJ,7,9375.0,534,5416.0,204427.0
356,Construction,AL,7,2880.0,534,5416.0,204427.0
357,Construction,OK,6,,534,5416.0,204427.0
358,Construction,MD,6,5833.0,534,5416.0,204427.0
359,Construction,ID,6,9166.0,534,5416.0,204427.0
360,Construction,OR,5,3200.0,534,5416.0,204427.0
361,Construction,NV,5,5120.0,534,5416.0,204427.0
362,Construction,MI,5,3200.0,534,5416.0,204427.0
363,Construction,KS,5,3200.0,534,5416.0,204427.0
364,Construction,IA,5,7500.0,534,5416.0,204427.0
365,Construction,NM,4,,534,5416.0,204427.0
366,Construction,DC,4,,534,5416.0,204427.0
367,Construction,MT,3,3040.0,534,5416.0,204427.0
368,Construction,KY,3,,534,5416.0,204427.0
369,Construction,UT,2,4000.0,534,5416.0,204427.0
370,Construction,NE,2,3040.0,534,5416.0,204427.0
371,Construction,CT,2,,534,5416.0,204427.0
372,Construction,AR,2,4791.0,534,5416.0,204427.0
373,Construction,WY,1,,534,5416.0,204427.0
374,Construction,SD,1,,534,5416.0,204427.0
375,Construction,ND,1,,534,5416.0,204427.0
376,Construction,ME,1,8333.0,534,5416.0,204427.0
377,Construction,HI,1,2560.0,534,5416.0,204427.0
378,Construction,AK,1,,534,5416.0,204427.0
379,Insurance,,54,8657.0,406,5938.0,221552.0
380,Insurance,CA,29,10416.0,406,5938.0,221552.0
381,Insurance,TX,26,5938.0,406,5938.0,221552.0
382,Insurance,FL,25,7762.0,406,5938.0,221552.0
