,med_salary,formatted_experience_level
3951,2880,Mid-Senior level
3952,10683,Mid-Senior level
3953,6458,Mid-Senior level
3954,6054,Entry level
3955,3520,Entry level
3956,2400,Entry level
3957,5120,Entry level
3958,2880,Entry level
3959,4160,Entry level
3960,3200,Mid-Senior level
3961,4960,Entry level
3962,4640,Entry level
3963,3520,Entry level
3964,4800,Mid-Senior level
3965,4320,Entry level
3966,3840,Entry level
3967,3200,Entry level
3968,10500,Mid-Senior level
3969,2880,Entry level
3970,4000,
3971,3520,Associate
3972,8800,
3973,1920,Entry level
3974,14000,Mid-Senior level
3975,5341,
3976,4800,
3977,25000,Mid-Senior level
3978,11666,Mid-Senior level
3979,2400,Entry level
3980,3840,Mid-Senior level
3981,4121,
3982,5330,
3983,3200,Mid-Senior level
3984,8196,
3985,5600,
3986,3680,
3987,10209,
3988,5833,Mid-Senior level
3989,11680,Entry level
3990,1760,Entry level
3991,10920,Entry level
3992,3653,
3993,21666,
3994,5517,
3995,4960,
3996,4960,
3997,25000,Director
3998,2400,Entry level
3999,13387,Mid-Senior level
4000,11445,Entry level
4001,3200,Mid-Senior level
4002,5920,
4003,11604,
4004,6457,
4005,6080,
4006,9736,
4007,6425,Entry level
4008,2400,Entry level
4009,11445,Entry level
4010,11445,Entry level
4011,4041,Associate
4012,4375,Entry level
4013,5440,Entry level
4014,15208,Director
4015,4320,
4016,2400,Entry level
4017,1920,Entry level
4018,1760,Entry level
4019,14333,Mid-Senior level
4020,27500,
4021,3680,
4022,4960,
4023,4960,
4024,1920,Entry level
4025,2080,Entry level
4026,2400,Entry level
4027,5000,Executive
4028,13387,Mid-Senior level
4029,9779,Mid-Senior level
4030,11445,Entry level
4031,4320,Associate
4032,18750,Mid-Senior level
4033,8625,Mid-Senior level
4034,4320,
4035,3360,Mid-Senior level
4036,2880,Mid-Senior level
4037,16250,Director
4038,4833,Associate
4039,4480,
4040,10208,Mid-Senior level
4041,5083,Mid-Senior level
4042,2560,Entry level
4043,8123,
4044,3943,
4045,3386,
4046,5211,
4047,4960,
4048,9779,Mid-Senior level
4049,11445,Entry level
4050,11445,Entry level
4051,11445,Entry level
4052,10416,
4053,10406,Mid-Senior level
4054,4291,
4055,4520,
4056,10020,Mid-Senior level
4057,3520,Mid-Senior level
4058,10343,Mid-Senior level
4059,5083,Mid-Senior level
4060,4282,Associate
4061,7520,Director
4062,83202,Entry level
4063,10833,Mid-Senior level
4064,6250,Mid-Senior level
4065,8954,Associate
4066,12640,Mid-Senior level
4067,2400,Entry level
4068,2560,Entry level
4069,1920,Entry level
4070,5000,Executive
4071,10880,
4072,8480,
4073,3680,
4074,8406,
4075,8608,
4076,3360,
4077,3700,
4078,3200,Mid-Senior level
4079,2400,Entry level
4080,13387,Mid-Senior level
4081,13387,Mid-Senior level
4082,13387,Mid-Senior level
4083,11445,Entry level
4084,11445,Entry level
4085,11445,Entry level
4086,11445,Entry level
4087,11445,Entry level
4088,10400,
4089,4000,Entry level
4090,7041,Mid-Senior level
4091,3040,Entry level
4092,9166,Associate
4093,10080,Mid-Senior level
4094,4800,Entry level
4095,14760,
4096,7500,
4097,15502,
4098,15208,Mid-Senior level
4099,10000,Director
4100,7083,Associate
4101,5416,Mid-Senior level
4102,1920,Entry level
4103,2400,Entry level
4104,1920,Entry level
4105,11445,Entry level
4106,11445,Entry level
4107,11445,Entry level
4108,11445,Entry level
4109,10020,Mid-Senior level
4110,5491,
4111,6806,
4112,2880,
4113,2720,Entry level
4114,3360,Mid-Senior level
4115,3360,Mid-Senior level
4116,8480,Entry level
4117,12000,Mid-Senior level
4118,16499,
4119,3520,Entry level
4120,10000,Mid-Senior level
4121,12500,Mid-Senior level
4122,7083,Associate
4123,2080,Entry level
4124,9779,Mid-Senior level
4125,7591,Mid-Senior level
4126,9779,Mid-Senior level
4127,11445,Entry level
4128,12916,
4129,4000,Mid-Senior level
4130,10000,Mid-Senior level
4131,6250,
4132,5625,Mid-Senior level
4133,3840,Mid-Senior level
4134,6250,Mid-Senior level
4135,11041,Mid-Senior level
4136,15823,
4137,5083,Mid-Senior level
4138,35,
4139,3040,Entry level
4140,9760,Mid-Senior level
4141,9120,Mid-Senior level
4142,10833,Mid-Senior level
4143,7500,Mid-Senior level
4144,1920,Entry level
4145,13387,Mid-Senior level
4146,13387,Mid-Senior level
4147,13387,Mid-Senior level
4148,10720,Executive
4149,9779,Mid-Senior level
4150,11445,Entry level
4151,11445,Entry level
4152,11445,Entry level
4153,6666,Associate
4154,5491,
4155,6375,Mid-Senior level
4156,13333,Mid-Senior level
4157,13333,Mid-Senior level
4158,8333,Mid-Senior level
4159,5920,Entry level
4160,4583,
4161,10000,Director
4162,6868,Associate
4163,6806,
4164,4083,Associate
4165,2720,Entry level
4166,13541,Mid-Senior level
4167,13333,Mid-Senior level
4168,3040,Entry level
4169,5440,Entry level
4170,7916,Entry level
4171,7200,Mid-Senior level
4172,8954,Associate
4173,10416,Associate
4174,11250,Mid-Senior level
4175,4593,
4176,3360,Mid-Senior level
4177,3360,Mid-Senior level
4178,8333,Mid-Senior level
4179,6666,Mid-Senior level
4180,5920,Entry level
4181,4160,Entry level
4182,15252,
4183,7916,Mid-Senior level
4184,8750,Mid-Senior level
4185,4960,Mid-Senior level
4186,8800,Mid-Senior level
4187,4800,Mid-Senior level
4188,13176,Director
4189,3680,
4190,4000,
4191,4960,
4192,5833,Associate
4193,9583,Mid-Senior level
4194,8541,
4195,5837,Entry level
4196,5462,Mid-Senior level
4197,2720,Associate
4198,3840,Entry level
4199,4480,Associate
4200,21404,
4201,4480,Mid-Senior level
4202,6041,Mid-Senior level
4203,2720,Mid-Senior level
4204,7500,
4205,4320,
4206,4160,Associate
4207,6250,Mid-Senior level
4208,18454,
4209,12083,
4210,15250,Mid-Senior level
4211,14728,Director
4212,14458,
4213,23966,
4214,2400,
4215,4160,Associate
4216,15375,Director
4217,9029,
4218,12291,
4219,11708,
4220,15250,Mid-Senior level
4221,15250,Mid-Senior level
4222,7000,
4223,6080,Mid-Senior level
4224,14458,
4225,5416,Mid-Senior level
4226,15250,Mid-Senior level
4227,19000,Director
4228,11083,
4229,9500,
4230,4583,Mid-Senior level
4231,3040,Entry level
4232,19500,
4233,14458,
4234,2240,Mid-Senior level
4235,6400,Mid-Senior level
4236,4000,Mid-Senior level
4237,10153,Entry level
4238,6250,Mid-Senior level
4239,15250,Mid-Senior level
4240,5280,
4241,5280,
4242,5280,
4243,11833,
4244,19500,
4245,19500,
4246,6168,Director
4247,12291,
4248,12083,
4249,15250,Mid-Senior level
4250,9104,
4251,19500,
4252,14458,
4253,17333,
4254,17333,
4255,7000,
4256,15833,Director
4257,4583,Entry level
4258,3360,Entry level
4259,4333,Entry level
4260,3360,Mid-Senior level
4261,5126,Executive
4262,12291,
4263,15250,Mid-Senior level
4264,5280,
4265,4160,Entry level
4266,2240,Mid-Senior level
4267,3840,Entry level
4268,8541,Entry level
4269,3200,Entry level
4270,6233,Entry level
4271,10416,Mid-Senior level
4272,2240,Mid-Senior level
4273,2560,Mid-Senior level
4274,6179,Mid-Senior level
4275,12083,
4276,5280,
4277,4960,Internship
4278,16333,Mid-Senior level
4279,1920,Mid-Senior level
4280,16333,Mid-Senior level
4281,17333,
4282,6080,Entry level
4283,10240,Mid-Senior level
4284,19500,
4285,3040,Entry level
4286,6233,Entry level
4287,2080,Mid-Senior level
4288,3360,Associate
4289,8625,Mid-Senior level
4290,4000,Entry level
4291,62500,Mid-Senior level
4292,8929,
4293,7975,
4294,7975,
4295,7970,
4296,6699,Entry level
4297,5125,Entry level
4298,7690,Mid-Senior level
4299,4160,Entry level
4300,1600,
4301,3200,Entry level
4302,15250,Mid-Senior level
4303,5280,
4304,5280,
4305,4208,Entry level
4306,5416,Mid-Senior level
4307,17333,
4308,6638,Mid-Senior level
4309,5280,Entry level
4310,3840,Mid-Senior level
4311,9120,Mid-Senior level
4312,17478,Director
4313,17478,Director
4314,4333,Entry level
4315,7050,Entry level
4316,15776,Mid-Senior level
4317,13625,
4318,11158,
4319,22444,Mid-Senior level
4320,11158,
4321,11158,
4322,7970,
4323,5766,
4324,9962,
4325,9962,
4326,7500,Mid-Senior level
4327,7500,Mid-Senior level
4328,5000,Entry level
4329,5812,Entry level
4330,5280,Entry level
4331,3840,Entry level
4332,7200,Mid-Senior level
4333,5760,Mid-Senior level
4334,7840,Mid-Senior level
4335,7630,Mid-Senior level
4336,5440,Entry level
4337,4960,Entry level
4338,3200,Entry level
4339,6233,Entry level
4340,5958,Entry level
4341,3200,Entry level
4342,4800,Entry level
4343,8532,Mid-Senior level
4344,4000,
4345,9962,
4346,16508,
4347,9962,
4348,11158,
4349,14458,Mid-Senior level
4350,6212,Associate
4351,5958,Entry level
4352,9166,
4353,4320,Entry level
4354,10642,Director
4355,11520,Mid-Senior level
4356,1760,
4357,11234,Mid-Senior level
4358,7710,Entry level
4359,7083,Mid-Senior level
4360,6212,Associate
4361,2720,Entry level
4362,11708,
4363,15625,Mid-Senior level
4364,1920,
4365,3680,Mid-Senior level
4366,6699,Entry level
4367,1920,
4368,3000,
4369,2560,Entry level
4370,12000,Mid-Senior level
4371,2240,Entry level
4372,10240,Mid-Senior level
4373,4160,Entry level
4374,6495,Entry level
4375,6075,Executive
4376,2240,Entry level
4377,2240,Entry level
4378,7975,
4379,7129,
4380,11158,
4381,11158,
4382,4960,Entry level
4383,5270,Entry level
4384,4800,Director
4385,4320,Entry level
4386,3525,Entry level
4387,5120,Entry level
4388,4800,Mid-Senior level
4389,2240,Entry level
4390,2720,Entry level
4391,4160,
4392,3680,Entry level
4393,6041,Entry level
4394,3040,Entry level
4395,6708,Entry level
4396,9564,Mid-Senior level
4397,12083,Director
4398,7916,
4399,17478,Director
4400,4333,Executive
4401,2240,Mid-Senior level
4402,7500,Mid-Senior level
4403,6560,Mid-Senior level
4404,7291,Mid-Senior level
4405,11158,
4406,12720,
4407,4762,
4408,11520,Mid-Senior level
4409,7970,
4410,4800,Mid-Senior level
4411,10400,Mid-Senior level
4412,7500,Mid-Senior level
4413,7521,Mid-Senior level
4414,5920,Mid-Senior level
4415,4312,Mid-Senior level
4416,6699,Entry level
4417,3200,Entry level
4418,6699,Entry level
4419,5280,Mid-Senior level
4420,12916,
4421,7916,Mid-Senior level
4422,11234,Mid-Senior level
4423,3360,Entry level
4424,3360,Entry level
4425,3200,Mid-Senior level
4426,3840,Mid-Senior level
4427,3520,Entry level
4428,6189,Associate
4429,5280,Mid-Senior level
4430,9166,Entry level
4431,9920,Mid-Senior level
4432,3520,Entry level
4433,3840,Entry level
4434,5760,Mid-Senior level
4435,4320,Entry level
4436,12916,Mid-Senior level
4437,3680,Entry level
4438,2560,Entry level
4439,8320,Mid-Senior level
4440,15833,Mid-Senior level
4441,9583,Mid-Senior level
4442,12916,Associate
4443,5760,Entry level
4444,19500,
4445,19500,
4446,11284,Entry level
4447,2880,Entry level
4448,9340,Entry level
4449,13625,
4450,8333,Mid-Senior level
4451,9962,
4452,12720,
4453,7129,
4454,7129,
4455,7500,Mid-Senior level
4456,7500,Mid-Senior level
4457,15213,Mid-Senior level
4458,7500,Mid-Senior level
4459,5825,Associate
4460,4800,Entry level
4461,3360,Entry level
4462,14720,Director
4463,5000,
4464,11666,Mid-Senior level
4465,3360,Entry level
4466,3040,Entry level
4467,9354,Mid-Senior level
4468,3040,Mid-Senior level
4469,7396,Associate
4470,6880,Entry level
4471,15200,Mid-Senior level
4472,4160,Entry level
4473,7710,Entry level
4474,3520,Entry level
4475,9440,Entry level
4476,2400,Entry level
4477,8111,Mid-Senior level
4478,3200,Mid-Senior level
4479,4,Mid-Senior level
4480,11158,
4481,11158,
4482,5991,Associate
4483,2400,Mid-Senior level
4484,15021,Executive
4485,3520,Entry level
4486,4000,Entry level
4487,5350,
4488,11234,Mid-Senior level
4489,11234,Mid-Senior level
4490,2240,
4491,8960,Mid-Senior level
4492,13600,Entry level
4493,4800,Associate
4494,3840,Entry level
4495,5670,Entry level
4496,11708,Mid-Senior level
4497,3040,Entry level
4498,2400,Entry level
4499,14583,Entry level
4500,1600,
4501,2240,Entry level
4502,12500,Mid-Senior level
4503,9120,Mid-Senior level
4504,12320,Mid-Senior level
4505,3840,Associate
4506,4791,Associate
4507,7975,
4508,3840,Entry level
4509,8160,Mid-Senior level
4510,11158,
4511,7129,
4512,9958,
4513,7975,
4514,5833,Mid-Senior level
4515,9019,Entry level
4516,6875,
4517,4000,Entry level
4518,11666,
4519,4552,Entry level
4520,5000,
4521,11234,Mid-Senior level
4522,6699,Entry level
4523,7250,Mid-Senior level
4524,7916,Entry level
4525,1600,
4526,9166,Entry level
4527,3840,Entry level
4528,6250,Entry level
4529,1600,Mid-Senior level
4530,6666,Entry level
4531,4583,Associate
4532,5750,Mid-Senior level
4533,3040,Associate
4534,6720,
4535,16666,Director
4536,10080,Mid-Senior level
4537,3360,Entry level
4538,3525,Entry level
4539,8506,Associate
4540,2400,
4541,12697,Mid-Senior level
4542,12697,Mid-Senior level
4543,3200,
4544,2720,Entry level
4545,6250,Mid-Senior level
4546,8640,Mid-Senior level
4547,3916,Mid-Senior level
4548,15833,Mid-Senior level
4549,12916,Director
4550,8000,Mid-Senior level
4551,3040,Entry level
4552,3400,Entry level
4553,6250,Entry level
4554,9302,Mid-Senior level
4555,7381,Entry level
4556,4791,Associate
4557,3840,Associate
4558,12697,Mid-Senior level
4559,12697,Mid-Senior level
4560,3200,
4561,7083,Mid-Senior level
4562,3520,Entry level
4563,2560,Entry level
4564,11666,Mid-Senior level
4565,3520,
4566,8640,Entry level
4567,6720,Mid-Senior level
4568,1920,Internship
4569,8854,Associate
4570,8320,Mid-Senior level
4571,12916,Entry level
4572,2880,Mid-Senior level
4573,2240,Entry level
4574,8333,Mid-Senior level
4575,4640,Associate
4576,4000,
4577,11840,Mid-Senior level
4578,16041,Director
4579,5920,Mid-Senior level
4580,24583,Mid-Senior level
4581,4166,Mid-Senior level
4582,7083,Associate
4583,8958,Internship
4584,11200,Mid-Senior level
4585,10208,Mid-Senior level
4586,6250,
4587,6720,
4588,8875,Associate
4589,6041,
4590,8160,Mid-Senior level
4591,10833,Mid-Senior level
4592,7360,Associate
4593,9487,Associate
4594,10833,Associate
4595,9166,Associate
4596,9920,
4597,6880,Mid-Senior level
4598,6880,Mid-Senior level
4599,8458,Mid-Senior level
4600,7520,Mid-Senior level
4601,7520,Mid-Senior level
4602,5500,Mid-Senior level
4603,9600,Mid-Senior level
4604,6400,Mid-Senior level
4605,8160,Mid-Senior level
4606,12604,Mid-Senior level
4607,12604,Mid-Senior level
4608,4583,
4609,9791,Associate
4610,10880,
4611,3040,Associate
4612,12604,Mid-Senior level
4613,4375,Entry level
4614,4475,Mid-Senior level
4615,9166,Mid-Senior level
4616,6666,Associate
4617,30208,Director
4618,9920,
4619,3541,Entry level
4620,10720,Mid-Senior level
4621,14240,Mid-Senior level
4622,7083,
4623,3040,Mid-Senior level
4624,5600,Mid-Senior level
4625,10416,Mid-Senior level
4626,4791,Associate
4627,2560,
4628,6208,
4629,3040,Entry level
4630,4000,Entry level
4631,4800,Entry level
4632,2560,Mid-Senior level
4633,3360,Mid-Senior level
4634,6875,Associate
4635,9500,Associate
4636,4791,Associate
4637,4960,
4638,5000,Mid-Senior level
4639,8320,Entry level
4640,3680,Entry level
4641,3680,Entry level
4642,3040,Entry level
4643,10720,Mid-Senior level
4644,12083,Mid-Senior level
4645,4000,Associate
4646,10824,Mid-Senior level
4647,4000,Entry level
4648,7916,Mid-Senior level
4649,12604,Mid-Senior level
4650,3520,Mid-Senior level
4651,4708,Entry level
4652,8750,
4653,3680,Entry level
4654,4000,Associate
4655,10416,Entry level
4656,4320,
4657,13541,Director
4658,7500,
4659,3840,Entry level
4660,3840,Mid-Senior level
4661,6666,Entry level
4662,3040,Entry level
4663,7312,Mid-Senior level
4664,2400,
4665,2400,
4666,7625,Entry level
4667,3520,Entry level
4668,4160,Entry level
4669,2720,
4670,3040,
4671,3281,Entry level
4672,12083,Mid-Senior level
4673,8640,Mid-Senior level
4674,3166,Entry level
4675,2236,Entry level
4676,13333,Executive
4677,7500,
4678,4000,Entry level
4679,12291,Mid-Senior level
4680,2400,
4681,3840,Entry level
4682,3840,Mid-Senior level
4683,3680,Entry level
4684,11041,Mid-Senior level
4685,7916,Mid-Senior level
4686,5280,
4687,2720,
4688,2880,
4689,6599,Mid-Senior level
4690,3562,Entry level
4691,12083,Mid-Senior level
4692,12083,Mid-Senior level
4693,12083,Mid-Senior level
4694,12083,Mid-Senior level
4695,2560,Entry level
4696,23250,Executive
4697,2560,Mid-Senior level
4698,5683,
4699,2240,
4700,2400,
4701,2720,
4702,2400,Entry level
4703,2880,Entry level
4704,5208,Entry level
4705,12333,Mid-Senior level
4706,3040,
4707,2400,Entry level
4708,3360,Entry level
4709,6716,Mid-Senior level
4710,4000,
4711,6416,
4712,2400,
4713,3516,Mid-Senior level
4714,2400,Entry level
4715,5208,Executive
4716,4025,
4717,8160,
4718,8142,Mid-Senior level
4719,9166,Mid-Senior level
4720,3958,Entry level
4721,3200,Entry level
4722,3360,Entry level
4723,5120,Entry level
4724,2560,
4725,2400,Entry level
4726,2400,Entry level
4727,8416,
4728,13250,
4729,9558,
4730,8845,
4731,14362,
4732,4480,Entry level
4733,10708,Mid-Senior level
4734,6622,
4735,2400,Entry level
4736,2400,Entry level
4737,2400,Entry level
4738,2560,
4739,8093,Mid-Senior level
4740,8416,
4741,3520,Entry level
4742,2880,Entry level
4743,3360,Entry level
4744,2400,Entry level
4745,3530,Mid-Senior level
4746,2400,
4747,2560,
4748,2400,Entry level
4749,4560,
4750,10356,
4751,8160,
4752,2400,Entry level
4753,2400,Entry level
4754,13583,Mid-Senior level
4755,5440,Entry level
4756,3520,Mid-Senior level
4757,4160,Mid-Senior level
4758,6400,
4759,2400,Entry level
4760,18362,Mid-Senior level
4761,18362,Mid-Senior level
4762,8845,
4763,8845,
4764,8845,
4765,8845,
4766,8333,Mid-Senior level
4767,8845,
4768,2720,Entry level
4769,3840,Entry level
4770,9583,Mid-Senior level
4771,2400,Entry level
4772,9755,
4773,4586,
4774,5920,Entry level
4775,9218,Mid-Senior level
4776,6856,Mid-Senior level
4777,4000,Entry level
4778,9708,Mid-Senior level
4779,7695,Entry level
4780,9445,Mid-Senior level
4781,2880,Entry level
4782,11775,
4783,8333,Entry level
4784,1754,
4785,23750,Entry level
4786,9291,Mid-Senior level
4787,11287,Mid-Senior level
4788,2400,Mid-Senior level
4789,6375,Mid-Senior level
4790,9000,
4791,4833,
4792,9920,Entry level
4793,18362,Mid-Senior level
4794,18362,Mid-Senior level
4795,8845,
4796,20000,Mid-Senior level
4797,8480,
4798,4583,
4799,11633,Mid-Senior level
4800,12500,Mid-Senior level
4801,16666,Mid-Senior level
4802,9166,Mid-Senior level
4803,15208,Mid-Senior level
4804,14583,Mid-Senior level
4805,11743,Mid-Senior level
4806,16708,Mid-Senior level
4807,7695,Entry level
4808,8837,Mid-Senior level
4809,18362,Mid-Senior level
4810,7066,Associate
4811,7066,Associate
4812,9920,Mid-Senior level
4813,16666,Mid-Senior level
4814,11757,
4815,4583,Mid-Senior level
4816,2400,Entry level
4817,2400,Entry level
4818,17616,Entry level
4819,17616,Entry level
4820,3200,Entry level
4821,6250,Mid-Senior level
4822,17127,Associate
4823,7066,Associate
4824,16791,Mid-Senior level
4825,4000,Entry level
4826,13500,Director
4827,14583,Mid-Senior level
4828,5833,
4829,4160,Entry level
4830,8416,
4831,9000,
4832,7708,Mid-Senior level
4833,18362,Mid-Senior level
4834,8333,Mid-Senior level
4835,8333,Mid-Senior level
4836,14750,Director
4837,13232,Entry level
4838,15791,
4839,15484,Mid-Senior level
4840,7334,Entry level
4841,9416,Mid-Senior level
4842,20416,Mid-Senior level
4843,13458,Entry level
4844,2880,Entry level
4845,2500,Entry level
4846,4320,Entry level
4847,5280,Mid-Senior level
4848,9760,Mid-Senior level
4849,6671,
4850,5012,
4851,3840,Entry level
4852,2720,
4853,2720,
4854,11724,Entry level
4855,4480,Entry level
4856,3040,Mid-Senior level
4857,4640,Entry level
4858,3840,Entry level
4859,8333,Mid-Senior level
4860,50000,
4861,7654,
4862,2720,
4863,7309,
4864,3360,
4865,6250,Entry level
4866,8333,Mid-Senior level
4867,3840,Entry level
4868,3360,Entry level
4869,3520,Entry level
4870,6240,Mid-Senior level
4871,15484,Mid-Senior level
4872,15208,Mid-Senior level
4873,3680,Entry level
4874,4000,Associate
4875,12800,Mid-Senior level
4876,7654,
4877,7654,
4878,11779,
4879,16583,Mid-Senior level
4880,4160,
4881,9625,Entry level
4882,15625,Mid-Senior level
4883,16666,Mid-Senior level
4884,15484,Mid-Senior level
4885,3680,Entry level
4886,3520,Entry level
4887,7916,
4888,3645,Entry level
4889,10000,Mid-Senior level
4890,4458,Mid-Senior level
4891,17298,Mid-Senior level
4892,3520,Entry level
4893,7654,
4894,7654,
4895,7654,
4896,7654,
4897,2400,
4898,3360,
4899,2400,
4900,18857,Mid-Senior level
4901,15958,Mid-Senior level
4902,7000,Entry level
4903,7954,
4904,4000,Entry level
4905,9720,Internship
4906,9464,
4907,2720,
4908,2560,
4909,35416,Mid-Senior level
4910,8903,Mid-Senior level
4911,8640,Mid-Senior level
4912,7129,
4913,4160,Associate
4914,3520,Entry level
4915,7654,
4916,7654,
4917,26458,Director
4918,11520,Mid-Senior level
4919,3680,Entry level
4920,2720,
4921,3040,
4922,15958,Mid-Senior level
4923,4000,Entry level
4924,4000,Entry level
4925,7916,Mid-Senior level
4926,9760,Entry level
4927,4000,Associate
4928,3200,Entry level
4929,7654,
4930,2560,
4931,7791,
4932,11030,Mid-Senior level
4933,2400,
4934,3200,Entry level
4935,12083,
4936,10708,
4937,7040,Entry level
4938,3541,
4939,15958,Mid-Senior level
4940,4541,
4941,13625,
4942,13625,
4943,8903,Mid-Senior level
4944,4000,Entry level
4945,6720,Mid-Senior level
4946,7040,Entry level
4947,14583,
4948,3840,Entry level
4949,13416,Mid-Senior level
4950,19458,Mid-Senior level
4951,9105,Mid-Senior level
4952,3040,Entry level
4953,15958,Mid-Senior level
4954,9583,
4955,7040,Entry level
4956,10405,Associate
4957,9589,Mid-Senior level
4958,6560,Mid-Senior level
4959,7040,Entry level
4960,14508,
4961,4000,Entry level
4962,14583,
4963,12833,Mid-Senior level
4964,5178,Associate
4965,15833,Mid-Senior level
4966,14583,
4967,14241,Mid-Senior level
4968,6241,Entry level
4969,14583,
4970,14583,
4971,9583,Mid-Senior level
4972,4582,Entry level
4973,6880,Entry level
4974,11234,Mid-Senior level
4975,1760,
4976,6241,Entry level
4977,8958,Internship
4978,3040,Entry level
4979,6431,Entry level
4980,5249,Entry level
4981,3360,Entry level
4982,3680,Entry level
4983,3360,Entry level
4984,3520,
4985,2400,
4986,6241,Entry level
4987,6431,Entry level
4988,4480,Entry level
4989,1920,Entry level
4990,3360,Mid-Senior level
4991,3200,Entry level
4992,2880,Entry level
4993,4160,
4994,9159,Mid-Senior level
4995,4960,Mid-Senior level
4996,4800,Entry level
4997,8954,Entry level
4998,14583,Mid-Senior level
4999,6080,Mid-Senior level
5000,3680,Entry level
5001,7200,
5002,7708,Mid-Senior level
5003,15379,Mid-Senior level
5004,3360,
5005,3360,Internship
5006,2240,
5007,4160,Entry level
5008,3770,Entry level
5009,3360,Entry level
5010,14583,Director
5011,3200,
5012,10833,Executive
5013,7200,
5014,5416,
5015,3040,Entry level
5016,3040,Entry level
5017,6041,Associate
5018,11458,Mid-Senior level
5019,2880,
5020,3360,
5021,4166,
5022,5833,
5023,6250,
5024,4166,
5025,2880,
5026,6875,
5027,6458,
5028,5000,
5029,2720,Entry level
5030,2720,Entry level
5031,16506,
5032,1760,Entry level
5033,12050,
5034,13229,Mid-Senior level
5035,2080,Entry level
5036,7416,Associate
5037,12708,Mid-Senior level
5038,4960,Mid-Senior level
5039,5600,Entry level
5040,5600,Mid-Senior level
5041,5600,Entry level
5042,5600,Entry level
5043,5600,Entry level
5044,12500,Mid-Senior level
5045,4160,Entry level
5046,4960,Mid-Senior level
5047,5600,Entry level
5048,5600,Entry level
5049,15337,Mid-Senior level
5050,3360,Mid-Senior level
5051,3360,Mid-Senior level
5052,5600,Entry level
5053,12500,Mid-Senior level
5054,7235,Entry level
5055,5600,Entry level
5056,5600,Entry level
5057,5600,Mid-Senior level
5058,5760,Mid-Senior level
5059,2080,Entry level
5060,2080,Entry level
5061,5600,Entry level
5062,15866,Mid-Senior level
5063,2720,Mid-Senior level
5064,12500,Mid-Senior level
5065,5600,Entry level
5066,5600,Entry level
5067,5600,Entry level
5068,12500,Mid-Senior level
5069,12500,Mid-Senior level
5070,12500,Mid-Senior level
5071,10833,Mid-Senior level
5072,5600,Entry level
5073,4320,Mid-Senior level
5074,5600,Entry level
5075,6916,
5076,12500,Mid-Senior level
5077,12500,Mid-Senior level
5078,7062,Mid-Senior level
5079,6916,Mid-Senior level
5080,12500,Mid-Senior level
5081,12500,Mid-Senior level
5082,5600,Entry level
5083,5600,Entry level
5084,12500,Mid-Senior level
5085,3840,Internship
5086,12500,Mid-Senior level
5087,8704,Entry level
5088,5600,Entry level
5089,16691,
5090,27420,
5091,3520,Entry level
5092,3146,Entry level
5093,4800,Entry level
5094,9375,Mid-Senior level
5095,26687,
5096,12895,
5097,5600,Entry level
5098,3840,Entry level
5099,12500,Mid-Senior level
5100,12500,Mid-Senior level
5101,16691,
5102,12000,Associate
5103,26687,
5104,18079,
5105,12500,Mid-Senior level
5106,12500,Mid-Senior level
5107,22654,
5108,14108,
5109,3200,Entry level
5110,3958,
5111,5120,
5112,6041,
5113,7083,
5114,2240,Entry level
5115,3680,
5116,5920,
5117,3040,
5118,8333,Mid-Senior level
5119,6250,
5120,7083,Associate
5121,3200,
5122,5920,Associate
5123,10625,Mid-Senior level
5124,15625,
5125,9979,
5126,7020,Mid-Senior level
5127,3958,
5128,5833,Mid-Senior level
5129,3040,Entry level
5130,8000,Mid-Senior level
5131,10416,Mid-Senior level
5132,2551,Entry level
5133,3793,Entry level
5134,8000,Mid-Senior level
5135,7989,Mid-Senior level
5136,2720,
5137,3360,Entry level
5138,2720,Mid-Senior level
5139,5623,Mid-Senior level
5140,8676,Mid-Senior level
5141,1600,Entry level
5142,15125,Mid-Senior level
5143,16291,
5144,6041,Mid-Senior level
5145,3040,Entry level
5146,2880,Entry level
5147,2778,Entry level
5148,1760,Entry level
5149,6500,Mid-Senior level
5150,3928,Entry level
5151,8000,Mid-Senior level
5152,12916,Mid-Senior level
5153,16291,
5154,5120,
5155,2240,Entry level
5156,10416,Mid-Senior level
5157,2400,
5158,2240,Mid-Senior level
5159,2080,Entry level
5160,4122,Mid-Senior level
5161,12083,Mid-Senior level
5162,3200,Entry level
5163,7083,
5164,2880,
5165,8500,
5166,2880,
5167,3200,
5168,3200,Entry level
5169,3520,Entry level
5170,10000,
5171,6041,Associate
5172,4320,Mid-Senior level
5173,4160,Associate
5174,6083,Mid-Senior level
5175,3520,Mid-Senior level
5176,3333,
5177,4583,Associate
5178,6666,
5179,7083,
5180,10833,Associate
5181,4233,Mid-Senior level
5182,3520,Mid-Senior level
5183,25308,
5184,4640,Mid-Senior level
5185,6666,Associate
5186,16765,Director
5187,7040,Associate
5188,4166,Associate
5189,4960,
5190,3750,
5191,10000,Associate
5192,11391,
5193,9583,
5194,3840,Associate
5195,4791,Mid-Senior level
5196,2560,Entry level
5197,16765,Director
5198,16765,Director
5199,16765,Director
5200,16765,Director
5201,12500,Entry level
5202,1,Associate
5203,16765,Director
5204,5833,
5205,9710,Associate
5206,4320,Mid-Senior level
5207,12000,Mid-Senior level
5208,7840,Mid-Senior level
5209,12083,Mid-Senior level
5210,3040,Entry level
